Species Status MinT MaxT
Arctodus_simus extinct 0.0117 0.126
Ursus_americanus extant 0.0117 2.588
Ursus_maritimus extant 0 0.0117
Ursus_maritimus extant 0 0.0117
Ursus_maritimus extant 0 0.0117
Ursus_arctos extant 0 0.0117
Ursus_maritimus extant 0.0117 0.126
Ursus_maritimus extant 0 0.0117
Ursus_maritimus extant 0 0.0117
Ursus_maritimus extant 0 0.0117
Ursus_americanus extant 0.0117 2.588
Ursus_maritimus extant 0 0.0117
Arctodus_pristinus extinct 0.3 1.8
Hemicyon_barbouri extinct 10.3 13.6
Ursus_maritimus extant 0 0.0117
Ursus_maritimus extant 0 0.0117
Ursus_maritimus extant 0 0.0117
Ursus_maritimus extant 0 0.0117
Ursus_maritimus extant 0 0.0117
Ursus_arctos extant 0 0.0117
Ursus_maritimus extant 0 0.0117
Ursus_maritimus extant 0 0.0117
Ursus_maritimus extant 0 0.0117
Ursus_maritimus extant 0 0.0117
Ursus_maritimus extant 0 0.0117
Ursus_maritimus extant 0 0.0117
Ursus_maritimus extant 0 0.0117
Ursus_maritimus extant 0 0.0117
Ursus_maritimus extant 0 0.0117
Ursus_maritimus extant 0 0.0117
Ursus_americanus extant 0 0.0117
Ursus_americanus extant 0 0.0117
Arctodus_pristinus extinct 0.781 1.806
Ursus_arctos extant 0 0.0117
Arctodus_simus extinct 0.0117 0.126
Agriotherium_schneideri extinct 4.9 10.3
Ursus_americanus extant 0 0.0117
Ursus_americanus extant 0 0.0117
Ursus_americanus extant 0 0.0117
Ursus_americanus extant 0 0.0117
Ursus_americanus extant 0 0.0117
Ursus_americanus extant 0.0117 0.126
Arctodus_pristinus extinct 0.0117 2.588
Tremarctos_floridanus extinct 0.012 0.3
Agriotherium_schneideri extinct 4.9 10.3
Agriotherium_schneideri extinct 4.9 10.3
Agriotherium_schneideri extinct 1.8 4.9
Agriotherium_schneideri extinct 4.9 10.3
Ursus_arctos extant 0 0.0117
Ursus_arctos extant 0 0.0117
