Species Status MinT MaxT
Megalenhydris_barbaricina extinct 0.0117 2.588
Algarolutra_majori extinct 0.0117 2.588
Algarolutra_majori extinct 0.0117 0.781
Lutrogale_cretensis extinct 0.0117 0.126
Lutraeximia_trinacriae extinct 0.126 2.588
Meles_meles extant 0.0117 0.126
Meles_meles extant 0.0117 0.126
Trochictis_carbonaria extinct 15.97 16.9
Trochictis_carbonaria extinct 15.97 16.9
Meles_meles extant 0.0117 0.126
Martes_foina extant 0.0117 2.588
Vormela_peregusna extant 0.0117 2.588
Meles_meles extant 0.0117 2.588
Martes_foina extant 0.0117 0.126
Mustela_lutreola extant 0.478 0.781
Lutra_sumatrana extant 0.0117 1.9
Martes_woodwardi extinct 7.212 7.454
Taxodon_hessicum extinct 7.6 8.9
Parataxidea_maraghana extinct 5.3 7.6
Paludolutra_lluecai extinct 7.1 7.6
Paludolutra_lluecai extinct 5.3 7.1
Paludolutra_lluecai extinct 5.3 7.1
Martes_sansaniensis extinct 7.6 8.9
Eomellivora_wimani extinct 7.6 8.9
Paludolutra_lluecai extinct 5.3 7.1
Parataxidea_crassa extinct 5.3 7.1
Lutra_aonychoides extinct 6.9365 7.14
Promeles_macedonicus extinct 5 7.1
Mustela_putorius extant 3.55 5
Arctomeles_ferus extinct 3.55 5
Baranogale_helbingi extinct 1.9 2.5
Enhydrictis_ardea extinct 1.9 2.5
Eirictis_robusta extinct 1.95 2.21
Lutra_licenti extinct 1.95 2.21
Meles_chiai extinct 1.95 2.21
Mustela_putorius extant 0.0117 1.9
Enhydriodon_sivalensis extinct 0.52066666666667 2.581
Mustela_erminea extant 0.478 0.781
Vormela_peregusna extant 1.2 1.981
Mustela_erminea extant 0.781 1.03
Meles_meles extant 0.323 0.581
Lutra_simplicidens extinct 0.435 0.781
Mustela_nivalis extant 0.435 0.781
Martes_martes extant 0.676 0.781
Meles_meles extant 0.676 0.781
Mustela_putorius extant 0.424 0.781
Lutra_lutra extant 0.103414 0.112837
Arctonyx_collaris extant 0.58243333333333 1.29585
Arctonyx_collaris extant 0.58243333333333 1.29585
Mustela_putorius extant 0.424 0.774
Mustela_erminea extant 0.337 0.774
Mustela_nivalis extant 0.337 0.774
Martes_martes extant 0.0117 1.9
Mustela_putorius extant 0.0117 1.9
Meles_hollitzeri extinct 0.0117 1.9
Mustela_nivalis extant 0.0117 1.9
Meles_meles extant 0.0117 1.9
Vormela_peregusna extant 0.0117 1.9
Mustela_nivalis extant 0.03 0.15
Gulo_gulo extant 0.01 0.115
Arctonyx_collaris extant 0.58243333333333 1.29585
Lutra_lutra extant 0.58243333333333 1.29585
Martes_flavigula extant 0.58243333333333 1.29585
Arctonyx_collaris extant 1.1531666666667 1.80951
Meles_leucurus extant 0.0117 0.653775
Mustela_eversmanii extinct 0.0117 0.653775
Arctonyx_collaris extant 0.0117 0.653775
Arctonyx_collaris extant 0.0117 0.653775
Martes_flavigula extant 0.0117 0.653775
Arctonyx_collaris extant 0.0117 1.9
Arctonyx_collaris extant 0.08 0.12
Mustela_sibirica extant 0.58243333333333 1.29585
Eomellivora_wimani extinct 7.6 8.9
Parataxidea_sinensis extinct 7.6 8.9
Meles_chiai extinct 1.9 2.5
Meles_chiai extinct 1.778 1.945
Baranogale_adroveri extinct 5.3 7.1
Plesiogulo_monspessulanus extinct 5.3 7.1
Lutra_affinis extinct 6.179 6.252
Martes_andersoni extinct 6.179 6.252
Plesiogulo_monspessulanus extinct 6.179 6.252
