Species Status MinT MaxT
Cuon_alpinus extant 0.0117 1.9
Cynotherium_sardous extinct 0.0117 1.9
Cynotherium_sardous extinct 0.0117 1.9
Cynotherium_sardous extinct 0.0117 1.9
Cynotherium_sardous extinct 0.0117 1.9
Cynotherium_sardous extinct 0.0117 1.9
Nyctereutes_donnezani extinct 3.55 5
Eucyon_cipio extinct 7.1 7.6
Eucyon_cipio extinct 7.1 7.6
Eucyon_davisi extinct 5.3 7.1
Eucyon_davisi extinct 2.6 5.3
Eucyon_davisi extinct 2.6 5.3
Eucyon_davisi extinct 2.6 5.3
Eucyon_davisi extinct 2.6 5.3
Eucyon_davisi extinct 3.55 5.3
Nyctereutes_tingi extinct 1.9 2.5
Vulpes_lagopus extant 1.9 2.5
Nyctereutes_sinensis extinct 2.58 5.333
Nyctereutes_megamastoides extinct 2.5 3.025
Nyctereutes_sinensis extinct 2.5 3.025
Eucyon_minor extinct 2.725 3.275
Nyctereutes_megamastoides extinct 2.725 3.275
Eucyon_minor extinct 2.58 5.333
Eucyon_monticinensis extinct 5.3 7.1
Eucyon_monticinensis extinct 5.3 7.1
Eucyon_odessanus extinct 3.55 5
Vulpes_praecorsac extinct 3.55 5
Eucyon_odessanus extinct 1.9 2.5
Eucyon_odessanus extinct 5 5.3
Eucyon_odessanus extinct 5 5.3
Eucyon_odessanus extinct 5 5
Eucyon_odessanus extinct 5 5.3
Eucyon_odessanus extinct 5 5.3
Eucyon_zhoui extinct 3.55 5.3
Eucyon_zhoui extinct 2.6 5.3
Eucyon_zhoui extinct 2.6 3.4
Nyctereutes_donnezani extinct 2.5 3.55
Nyctereutes_megamastoides extinct 2.5 3.55
Vulpes_galaticus extinct 3.55 5
Nyctereutes_donnezani extinct 3.55 5
Nyctereutes_donnezani extinct 5 5.3
Nyctereutes_donnezani extinct 3.55 5
Nyctereutes_donnezani extinct 3.55 5
Nyctereutes_donnezani extinct 5 5.3
Nyctereutes_megamastoides extinct 1.9 2.5
Nyctereutes_megamastoides extinct 2.5 3.55
Nyctereutes_megamastoides extinct 1.9 2.5
Vulpes_lagopus extant 1.9 2.5
Xenocyon_falconeri extinct 1.9 2.5
Nyctereutes_megamastoides extinct 1.9 2.5
Xenocyon_falconeri extinct 1.9 2.5
Nyctereutes_megamastoides extinct 2.725 3.275
Nyctereutes_megamastoides extinct 2.5 2.5
Nyctereutes_megamastoides extinct 1.9 2.5
Nyctereutes_megamastoides extinct 1.9 2.5
Nyctereutes_megamastoides extinct 2.263 2.581
Nyctereutes_megamastoides extinct 1.9 2.5
Nyctereutes_megamastoides extinct 2.5 3.55
Nyctereutes_megamastoides extinct 1.9 2.5
Vulpes_lagopus extant 1.9 2.5
Nyctereutes_megamastoides extinct 2.32 2.581
Nyctereutes_megamastoides extinct 1.9 2.5
Nyctereutes_megamastoides extinct 1.9 2.5
Nyctereutes_procyonoides extant 0.0039 0.0078
Nyctereutes_sinensis extinct 2.6 3.4
Nyctereutes_sinensis extinct 1.1531666666667 1.80951
Nyctereutes_sinensis extinct 1.1531666666667 1.80951
Nyctereutes_tingi extinct 3.55 5
Nyctereutes_tingi extinct 3.4 5.3
Nyctereutes_tingi extinct 2.6 3.4
