Species Status MinT MaxT
Mustela_rexroadensis extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Trigonictis_cookii extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Trigonictis_cookii extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Trigonictis_cookii extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Ferinestrix_vorax extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Sminthosinis_bowleri extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Mustela_rexroadensis extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Sminthosinis_bowleri extinct 1.8 4.9
Mustela_rexroadensis extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Trigonictis_cookii extinct 1.8 4.9
Trigonictis_cookii extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Mustela_rexroadensis extinct 1.8 4.9
Brachyopsigale_dubius extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Taxidea_taxus extant 1.8 4.9
Mustela_meltoni extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Trigonictis_cookii extinct 1.8 4.9
Trigonictis_cookii extinct 1.8 4.9
Mustela_rexroadensis extinct 1.8 4.9
Brachyopsigale_dubius extinct 1.8 4.9
Trigonictis_cookii extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Lontra_canadensis extant 1.8 4.9
Trigonictis_macrodon extinct 1.8 4.9
Mustela_frenata extant 0.3 1.8
Trigonictis_macrodon extinct 0.3 1.8
Mustela_frenata extant 0.3 1.8
Taxidea_taxus extant 0.3 1.8
Mustela_frenata extant 0.3 1.8
Taxidea_taxus extant 0.3 1.8
Martes_diluviana extinct 0.3 1.8
Taxidea_taxus extant 0.3 1.8
Taxidea_taxus extant 0.3 1.8
Taxidea_taxus extant 0.3 1.8
Martes_americana extant 0.3 1.8
Mustela_nigripes extant 0.3 1.8
Mustela_nivalis extant 0.3 1.8
Lontra_canadensis extant 0.0117 2.588
Martes_diluviana extinct 0.3 1.8
Neovison_vison extant 0.3 1.8
Mustela_erminea extant 0.3 1.8
Mustela_frenata extant 0.3 1.8
Lontra_canadensis extant 0.3 1.8
Lontra_canadensis extant 0.3 1.8
Taxidea_taxus extant 0.3 1.8
Martes_diluviana extinct 0.3 1.8
Gulo_gulo extant 0.3 1.8
Lontra_canadensis extant 0.3 1.8
Taxidea_taxus extant 0.3 1.8
Taxidea_taxus extant 0.3 1.8
Taxidea_taxus extant 0.3 1.8
Trigonictis_macrodon extinct 0.3 1.8
Taxidea_taxus extant 0.3 1.8
Taxidea_taxus extant 0.3 1.8
Taxidea_taxus extant 0.3 1.8
Trigonictis_cookii extinct 0.3 1.8
Mustela_nigripes extant 0.3 1.8
Trigonictis_macrodon extinct 1.806 2.588
Lontra_canadensis extant 0.3 1.8
Tisisthenes_parvus extinct 0.3 1.8
Lontra_canadensis extant 0.3 1.8
Lontra_canadensis extant 0.3 1.8
Mustela_frenata extant 0.3 1.8
Enhydra_lutris extant 0.3 1.8
Neovison_vison extant 0.3 1.8
Mustela_frenata extant 0.3 1.8
Mustela_erminea extant 0.3 1.8
Taxidea_taxus extant 0.3 1.8
Martes_diluviana extinct 0.3 1.8
Gulo_gulo extant 0.3 1.8
Lontra_canadensis extant 0.3 1.8
Taxidea_taxus extant 0.3 1.8
Neovison_vison extant 0.3 1.8
Taxidea_taxus extant 0.3 1.8
Mustela_erminea extant 0.3 1.8
Lontra_canadensis extant 0.3 1.8
Taxidea_taxus extant 0.3 1.8
Taxidea_taxus extant 0.3 1.8
Lontra_canadensis extant 0.3 1.8
Martes_diluviana extinct 0.3 1.8
Mustela_frenata extant 0.3 1.8
Mustela_erminea extant 0.3 1.8
Mustela_nigripes extant 0.3 1.8
Neovison_vison extant 0.3 1.8
Taxidea_taxus extant 0.3 1.8
Taxidea_taxus extant 0.0117 0.126
Lontra_canadensis extant 0.0117 0.126
Mustela_frenata extant 0.0117 0.126
Taxidea_taxus extant 0.0117 0.126
Mustela_frenata extant 0.0117 0.126
Lontra_canadensis extant 0.0117 0.126
Mustela_nigripes extant 0.0117 0.126
Gulo_gulo extant 0.0117 0.126
Martes_pennanti extinct 0.0117 0.126
Gulo_gulo extant 0.0117 0.126
Enhydra_lutris extant 0.126 0.781
Neovison_vison extant 0.0117 0.126
Taxidea_taxus extant 0.0117 0.126
Arctomeles_sotnikovae extinct 3.6 5.333
Lontra_canadensis extant 0.0117 0.126
Pliotaxidea_nevadensis extinct 4.9 10.3
Pliogale_furlongi extinct 4.9 10.3
Martes_pennanti extinct 0.0117 0.126
Lontra_canadensis extant 0.0117 0.126
Enhydritherium_terraenovae extinct 4.9 10.3
Mustela_erminea extant 0.012 0.3
Enhydra_lutris extant 0 0.0117
Mustela_nigripes extant 0 0.126
Chamitaxus_avitus extinct 4.9 10.3
Zodiolestes_freundi extinct 15.97 20.43
Martes_americana extant 0.0117 0.126
Lontra_canadensis extant 0.0117 2.588
Mustela_jacksoni extinct 0.781 2.588
Mustela_frenata extant 0.0117 0.126
Taxidea_taxus extant 0.0117 0.126
Taxidea_taxus extant 0.0117 0.126
Enhydritherium_terraenovae extinct 4.9 10.3
Martes_pennanti extinct 0.0117 0.126
Enhydra_lutris extant 0.012 0.3
Enhydra_lutris extant 0.012 0.3
Enhydra_lutris extant 0.012 0.3
Enhydra_lutris extant 0.012 0.3
Enhydra_lutris extant 0.012 0.3
Enhydra_lutris extant 0.012 0.3
Enhydra_lutris extant 0.126 0.781
Neovison_vison extant 0.0117 0.126
Mustela_nigripes extant 0.0117 0.126
Taxidea_taxus extant 0.0117 0.126
Gulo_gulo extant 0.0117 0.126
Martes_americana extant 0.0117 0.126
Taxidea_taxus extant 0.0117 0.126
Mustela_frenata extant 0.0117 0.126
Martes_americana extant 0.0117 0.126
Mustela_nigripes extant 0.0117 0.126
Taxidea_taxus extant 0.0117 0.126
Mustela_nigripes extant 0.0117 0.126
Martes_americana extant 0.0117 0.126
Gulo_gulo extant 0.0117 0.126
Taxidea_taxus extant 0.0117 0.126
Martes_americana extant 0 0.126
Martes_americana extant 0 0.126
Mustela_erminea extant 0 0.126
Mustela_frenata extant 0 0.126
Mustela_nigripes extant 0 0.126
Mustela_nivalis extant 0 0.126
Neovison_vison extant 0 0.126
Gulo_gulo extant 0 0.126
Taxidea_taxus extant 0 0.126
Taxidea_taxus extant 0.0117 0.126
Mustela_erminea extant 0.0117 0.126
Martes_americana extant 0.0117 0.126
Martes_pennanti extinct 0.0117 0.126
Martes_americana extant 0.0117 0.126
Mustela_erminea extant 0.0117 0.126
Mustela_frenata extant 0.0117 0.126
Mustela_nivalis extant 0.0117 0.126
Mustela_nigripes extant 0.0117 0.126
Brachypsalis_modicus extinct 13.6 15.97
Trigonictis_macrodon extinct 0.781 2.588
Lontra_canadensis extant 0.781 2.588
Martes_americana extant 0.0117 0.126
Mustela_nivalis extant 0.0117 0.126
Mustela_erminea extant 0.0117 0.126
Mustela_frenata extant 0.0117 0.126
Neovison_vison extant 0.0117 0.126
Mustela_nivalis extant 0.0117 0.126
Mustela_frenata extant 0.0117 0.126
Lontra_canadensis extant 0.0117 0.126
Mustela_nivalis extant 0 0.126
Martes_pennanti extinct 0 0.126
Mustela_nivalis extant 0 0.126
Martes_americana extant 0 0.126
Martes_pennanti extinct 0 0.126
Mustela_frenata extant 0 0.0117
Lontra_canadensis extant 0 0.0117
Leptarctus_primus extinct 13.6 15.97
Martes_pennanti extinct 0 0.126
Martes_americana extant 0.0117 0.126
Neovison_vison extant 0.0117 0.126
Leptarctus_mummorum extinct 10.3 13.6
Leptarctus_wortmani extinct 10.3 13.6
Leptarctus_wortmani extinct 10.3 13.6
Leptarctus_wortmani extinct 10.3 13.6
Leptarctus_wortmani extinct 10.3 13.6
Cernictis_repenningi extinct 4.9 10.3
Martes_americana extant 0.0117 0.126
Neovison_vison extant 0.0117 0.126
Lontra_canadensis extant 0.0117 0.126
Martes_americana extant 0.0117 2.588
Taxidea_taxus extant 0.0117 2.588
Martes_americana extant 0.0117 0.126
Martes_pennanti extinct 0.0117 0.126
Mustela_nivalis extant 0.0117 0.126
Neovison_vison extant 0.0117 0.126
Mustela_nivalis extant 0.3 1.8
Gulo_gulo extant 0.3 1.8
Martes_diluviana extinct 0.3 1.8
Lontra_canadensis extant 0 0.0117
Lontra_canadensis extant 0.0117 0.126
Lontra_canadensis extant 0.0117 0.126
Lontra_canadensis extant 0.0117 0.126
Lontra_canadensis extant 0.0117 0.126
Mustela_frenata extant 0.0117 0.126
Martes_americana extant 0.0117 0.126
Mustela_frenata extant 0.0117 0.126
Legionarictis_fortidens extinct 13.6 15.97
Craterogale_simus extinct 15.97 20.43
Enhydra_lutris extant 0 0.0117
Mustela_frenata extant 0.0117 0.126
Martes_occulta extinct 4.9 10.3
Mustela_frenata extant 0.0117 0.126
Enhydra_lutris extant 0 0.0117
Enhydra_lutris extant 0 0.0117
Enhydra_lutris extant 0 0.0117
Enhydra_lutris extant 0 0.0117
Neovison_vison extant 0 0.0117
Lontra_canadensis extant 0 0.0117
Neovison_vison extant 0 0.0117
Martes_americana extant 0 0.0117
Brachypsalis_modicus extinct 13.6 15.97
