Species Status MinT MaxT
Ursus_thibetanus extant 0.0117 0.653775
Ursus_thibetanus extant 0.0117 1.9
Ailuropoda_melanoleuca extant 0.08 0.12
Ursus_thibetanus extant 0.08 0.12
Ursus_thibetanus extant 0.58243333333333 1.29585
Ursus_etruscus extinct 1.9 2.5
Indarctos_punjabiensis extinct 7.1 7.6
Indarctos_arctoides extinct 7.6 8.9
Phoberocyon_teilhardi extinct 9.5 11.2
Indarctos_punjabiensis extinct 7.1 7.6
Ursus_etruscus extinct 2.5 3.55
Indarctos_vireti extinct 9.647 9.937
Ursus_etruscus extinct 1.9 2.5
Ursus_etruscus extinct 2.5 3.55
Ursus_minimus extinct 2.5 3.55
Ursus_etruscus extinct 0.5 1.9
Ursus_etruscus extinct 1.778 1.85
Ursus_etruscus extinct 0.5 1.9
Ursus_etruscus extinct 1.778 1.945
Ursus_etruscus extinct 1.4333333333333 1.9
Ursus_spelaeus extinct 0.781 1.03
Ursus_spelaeus extinct 0.781 1.072
Ailuropoda_melanoleuca extant 0.58243333333333 1.29585
Ursus_thibetanus extant 1.1531666666667 1.80951
Ailuropoda_melanoleuca extant 1.1531666666667 1.80951
Ailuropoda_melanoleuca extant 1.1531666666667 1.80951
Ailuropoda_melanoleuca extant 1.1531666666667 1.80951
Ursus_minimus extinct 3.025 3.55
Plithocyon_armagnacensis extinct 11.2 12.85
Ursavus_primaevus extinct 11.2 12.85
Hemicyon_stehlini extinct 14.2 17.2
Indarctos_punjabiensis extinct 7.1 7.6
Hemicyon_sansaniensis extinct 12.85 14.2
Ursavus_brevirhinus extinct 9.721 9.786
Ursavus_primaevus extinct 9.721 9.786
Plithocyon_armagnacensis extinct 12.85 14.2
Hemicyon_sansaniensis extinct 14.2 16.4
Hemicyon_goeriachensis extinct 11.2 12.85
Ursavus_primaevus extinct 12.85 14.2
Hemicyon_stehlini extinct 16.4 17.2
Hemicyon_stehlini extinct 14.2 16.4
Plithocyon_bruneti extinct 14.2 16.4
Ursavus_primaevus extinct 9.9 11.2
Hemicyon_sansaniensis extinct 11.2 14.2
Hemicyon_sansaniensis extinct 11.2 14.2
Plithocyon_armagnacensis extinct 11.2 14.2
Indarctos_punjabiensis extinct 8.9 9.9
Indarctos_vireti extinct 9.9 11.2
Ursavus_primaevus extinct 9.9 11.2
Plithocyon_armagnacensis extinct 11.2 12.85
Ursavus_primaevus extinct 11.2 12.85
Hemicyon_sansaniensis extinct 13.363 14.07
Hemicyon_sansaniensis extinct 14.2 16.4
Hemicyon_sansaniensis extinct 14.2 16.4
Ursavus_primaevus extinct 11.2 12.85
Hemicyon_stehlini extinct 15.16 15.974
Ursavus_primaevus extinct 9.9 10.55
Phoberocyon_teilhardi extinct 11.2 12.85
Phoberocyon_teilhardi extinct 11.2 12.85
Hemicyon_stehlini extinct 16.4 17.2
Ursavus_brevirhinus extinct 16.4 17.2
Hemicyon_stehlini extinct 16.4 17.2
Hemicyon_stehlini extinct 14.2 16.4
Ballusia_hareni extinct 17.2 19.5
Hemicyon_gargan extinct 17.2 19.5
Hemicyon_stehlini extinct 17.2 19.5
Phoberocyon_aurelianensis extinct 17.2 19.5
Phoberocyon_aurelianensis extinct 17.2 19.5
Plithocyon_bruneti extinct 17.2 19.5
Ursavus_isorei extinct 17.2 19.5
Phoberocyon_aurelianensis extinct 17.2 19.5
Ballusia_elmensis extinct 17.2 19.5
Hemicyon_stehlini extinct 17.2 19.5
Ursavus_isorei extinct 17.2 19.5
Hemicyon_gargan extinct 17.2 19.5
Phoberocyon_aurelianensis extinct 17.2 19.5
Plithocyon_bruneti extinct 17.2 19.5
Ursavus_isorei extinct 17.2 19.5
Ballusia_hareni extinct 17.2 19.5
Hemicyon_gargan extinct 17.2 19.5
Phoberocyon_aurelianensis extinct 17.2 19.5
Phoberocyon_aurelianensis extinct 17.2 19.5
Phoberocyon_aurelianensis extinct 17.2 19.5
Plithocyon_bruneti extinct 17.2 19.5
Ballusia_elmensis extinct 17.2 19.5
Hemicyon_stehlini extinct 17.2 19.5
Ursavus_isorei extinct 17.2 19.5
Ballusia_elmensis extinct 18.35 19.5
Ballusia_hareni extinct 18.35 19.5
