Species	MaxT	MinT	lng	lat	bed_info	FAMILY
Mustela_lutreola	0.781	0.478	-0.7122	50.8575	24279	Mustelidae
Mustelictis_olivieri	32.63	30.83	1.664533	44.272661	28797	Mustelidae
Mustelictis_olivieri	32.63	30.83	1.690861	44.351866	29035	Mustelidae
Cephalogale_geoffroyi	23.26	23	3.2293834	46.3221676	22746	Ursidae
Lutra_sumatrana	1.9	0.0117	113.715555555556	3.83222222222222	27253	Mustelidae
Martes_woodwardi	7.454	7.212	23.9424	38.0076	20025	Mustelidae
Megantereon_falconeri	2.581	0.52066666666667	73.58333333333333	33.09027777777778	27009	Felidae
Melursus_ursinus	23	21.7	2.867	45	20869	Ursidae
Shandgolictis_elegans	27.82	23.03	101.243333333333	45.3858333333333	26778	Stenoplesictidae
Stenogale_brevidens	21.7	19.5	10.0036	48.4306	20916	Stenoplesictidae
Stenogale_julieni	21.7	19.5	3.6	46.35	21286	Stenoplesictidae
Taxodon_hessicum	8.9	7.6	8.269	49.775	20265	Mustelidae
Ailurus_fulgens	1.29585	0.58243333333333	102.533333333333	25.1833	24064	Ailuridae
Lynx_lynx	1.29585	0.58243333333333	102.533333333333	25.1833	24064	Felidae
Panthera_tigris	1.29585	0.58243333333333	102.533333333333	25.1833	24064	Felidae
Alopecocyon_goeriachensis	12.85	11.2	5.216	45.599	21403	Ailuridae
Amphicyon_major	12.85	11.2	5.216	45.599	21403	Amphicyonidae
Albanosmilus_jourdani	12.85	11.2	5.216	45.599	21403	Barbourofelidae
Pseudaelurus_quadridentatus	12.85	11.2	5.216	45.599	21403	Felidae
Styriofelis_lorteti	12.85	11.2	5.216	45.599	21403	Felidae
Styriofelis_turnauensis	12.85	11.2	5.216	45.599	21403	Felidae
Alopecocyon_goeriachensis	12.85	11.2	5.2206	45.6078	21405	Ailuridae
Pseudocyon_sansaniensis	12.85	11.2	5.2206	45.6078	21405	Amphicyonidae
Styriofelis_turnauensis	12.85	11.2	5.2206	45.6078	21405	Felidae
Alopecocyon_goeriachensis	15.2	12.5	89	46	24484	Ailuridae
Alopecocyon_goeriachensis	16.4	14.2	0.1332825	47.5295117	27284	Ailuridae
Pseudarctos_bavaricus	16.4	14.2	0.1332825	47.5295117	27284	Amphicyonidae
Alopecocyon_goeriachensis	16.4	14.2	0.2449227	47.5147863	27288	Ailuridae
Alopecocyon_goeriachensis	16.4	14.2	-0.0410218	47.5475877	27292	Ailuridae
Agnotherium_grivense	16.4	14.2	-0.0410218	47.5475877	27292	Amphicyonidae
Amphicyon_giganteus	16.4	14.2	-0.0410218	47.5475877	27292	Amphicyonidae
Pseudarctos_bavaricus	16.4	14.2	-0.0410218	47.5475877	27292	Amphicyonidae
Pseudocyon_sansaniensis	16.4	14.2	-0.0410218	47.5475877	27292	Amphicyonidae
Styriofelis_lorteti	16.4	14.2	-0.0410218	47.5475877	27292	Felidae
Styriofelis_turnauensis	16.4	14.2	-0.0410218	47.5475877	27292	Felidae
Alopecocyon_goeriachensis	12.85	11.2	5.2317	45.5957	27301	Ailuridae
Albanosmilus_jourdani	12.85	11.2	5.2317	45.5957	27301	Barbourofelidae
Pseudaelurus_quadridentatus	12.85	11.2	5.2317	45.5957	27301	Felidae
Styriofelis_lorteti	12.85	11.2	5.2317	45.5957	27301	Felidae
Styriofelis_turnauensis	12.85	11.2	5.2317	45.5957	27301	Felidae
Simocyon_diaphorus	10.55	9.9	20.633	48.7166666666667	20285	Ailuridae
Albanosmilus_jourdani	10.55	9.9	20.633	48.7166666666667	20285	Barbourofelidae
Styriofelis_lorteti	10.55	9.9	20.633	48.7166666666667	20285	Felidae
Styriofelis_turnauensis	10.55	9.9	20.633	48.7166666666667	20285	Felidae
Amphicyon_major	14.2	12.85	-0.5	43.9	20002	Amphicyonidae
Pseudarctos_bavaricus	14.2	12.85	-0.5	43.9	20002	Amphicyonidae
Pseudocyon_sansaniensis	14.2	12.85	-0.5	43.9	20002	Amphicyonidae
Sansanosmilus_palmidens	14.2	12.85	-0.5	43.9	20002	Barbourofelidae
Pseudaelurus_quadridentatus	14.2	12.85	-0.5	43.9	20002	Felidae
Styriofelis_lorteti	14.2	12.85	-0.5	43.9	20002	Felidae
Agnotherium_grivense	12.85	11.2	5.232575	45.6005326	20004	Amphicyonidae
Amphicyon_major	12.85	11.2	5.232575	45.6005326	20004	Amphicyonidae
Amphicyonopsis_serus	12.85	11.2	5.232575	45.6005326	20004	Amphicyonidae
Pseudarctos_bavaricus	12.85	11.2	5.232575	45.6005326	20004	Amphicyonidae
Pseudocyon_steinheimensis	12.85	11.2	5.232575	45.6005326	20004	Amphicyonidae
Albanosmilus_jourdani	12.85	11.2	5.232575	45.6005326	20004	Barbourofelidae
Pseudaelurus_quadridentatus	12.85	11.2	5.232575	45.6005326	20004	Felidae
Styriofelis_lorteti	12.85	11.2	5.232575	45.6005326	20004	Felidae
Styriofelis_turnauensis	12.85	11.2	5.232575	45.6005326	20004	Felidae
Pseudarctos_bavaricus	16.4	14.2	15.3	47.55	20011	Amphicyonidae
Pseudocyon_steinheimensis	16.4	14.2	15.3	47.55	20011	Amphicyonidae
Pseudocyon_styriacus	16.4	14.2	15.3	47.55	20011	Amphicyonidae
Pseudaelurus_quadridentatus	16.4	14.2	15.3	47.55	20011	Felidae
Styriofelis_lorteti	16.4	14.2	15.3	47.55	20011	Felidae
Styriofelis_turnauensis	16.4	14.2	15.3	47.55	20011	Felidae
Agnotherium_grivense	16.4	14.2	0.8	47.3	20013	Amphicyonidae
Amphicyon_giganteus	16.4	14.2	0.8	47.3	20013	Amphicyonidae
Pseudarctos_bavaricus	16.4	14.2	0.8	47.3	20013	Amphicyonidae
Pseudocyon_sansaniensis	16.4	14.2	0.8	47.3	20013	Amphicyonidae
Pseudocyon_steinheimensis	16.4	14.2	0.8	47.3	20013	Amphicyonidae
Thaumastocyon_bourgeoisi	16.4	14.2	0.8	47.3	20013	Amphicyonidae
Sansanosmilus_palmidens	16.4	14.2	0.8	47.3	20013	Barbourofelidae
Pseudaelurus_quadridentatus	16.4	14.2	0.8	47.3	20013	Felidae
Styriofelis_turnauensis	16.4	14.2	0.8	47.3	20013	Felidae
Amphicyon_major	15.466666666666665	14.533333333333333	17.017	48.2	20283	Amphicyonidae
Pseudocyon_steinheimensis	15.466666666666665	14.533333333333333	17.017	48.2	20283	Amphicyonidae
Albanosmilus_jourdani	15.466666666666665	14.533333333333333	17.017	48.2	20283	Barbourofelidae
Amphictis_aginensis	21.7	19.5	0.617	44.3	20888	Ailuridae
Pseudocyon_sansaniensis	21.7	19.5	0.617	44.3	20888	Amphicyonidae
Cynelos_lemanensis	21.7	19.5	0.617	44.3	20888	Amphicyonidae
Haplocyon_elegans	21.7	19.5	0.617	44.3	20888	Amphicyonidae
Haplocyonoides_mordax	21.7	19.5	0.617	44.3	20888	Amphicyonidae
Proailurus_lemanensis	21.7	19.5	0.617	44.3	20888	Felidae
Amphictis_antiqua	24.56	23.86	1.5	44.417	22753	Ailuridae
Amphictis_antiqua	23.86	23.26	0.782333	44.346609	28766	Ailuridae
Plesictis_milloquensis	23.86	23.26	0.782333	44.346609	28766	Ailuridae
Amphictis_antiqua	21.7	19.5	-1.333	46.833	20870	Ailuridae
Amphictis_lemanensis	21.7	19.5	-1.333	46.833	20870	Ailuridae
Cynelos_crassidens	21.7	19.5	-1.333	46.833	20870	Amphicyonidae
Cynelos_lemanensis	21.7	19.5	-1.333	46.833	20870	Amphicyonidae
Haplocyon_crucians	21.7	19.5	-1.333	46.833	20870	Amphicyonidae
Haplocyon_elegans	21.7	19.5	-1.333	46.833	20870	Amphicyonidae
Ysengrinia_gerandiana	21.7	19.5	-1.333	46.833	20870	Amphicyonidae
Proailurus_lemanensis	21.7	19.5	-1.333	46.833	20870	Felidae
Herpestides_antiquus	21.7	19.5	-1.333	46.833	20870	Herpestidae
Amphictis_antiqua	19.5	17.2	-0.0410218	47.5475877	21228	Ailuridae
Amphicyon_lathanicus	19.5	17.2	-0.0410218	47.5475877	21228	Amphicyonidae
Cynelos_helbingi	19.5	17.2	-0.0410218	47.5475877	21228	Amphicyonidae
Cynelos_schlosseri	19.5	17.2	-0.0410218	47.5475877	21228	Amphicyonidae
Haplocyonoides_mordax	19.5	17.2	-0.0410218	47.5475877	21228	Amphicyonidae
Amphictis_antiqua	21.7	19.5	3.5	46.5	21313	Ailuridae
Amphictis_antiqua	19.5	17.2	0.0369747	47.5410295	27404	Ailuridae
Amphictis_antiqua	19.5	17.2	0.330477	47.4058542	27430	Ailuridae
Amphictis_antiqua	21.7	19.5	6.2214379	44.2152625	27487	Ailuridae
Amphictis_antiqua	21.7	19.5	7.6833	51.1167	28104	Ailuridae
Amphictis_borbonica	23.26	23	3.2293834	46.3221676	22746	Ailuridae
Proailurus_lemanensis	23.26	23	3.2293834	46.3221676	22746	Felidae
Amphictis_cuspida	14.07	13.363	33.4867	40.245	23287	Ailuridae
Amphicyon_major	14.07	13.363	33.4867	40.245	23287	Amphicyonidae
Pseudaelurus_quadridentatus	14.07	13.363	33.4867	40.245	23287	Felidae
Pseudocyon_steinheimensis	14.933333333333332	14.2	6.45	50.9	21285	Amphicyonidae
Amphictis_schlosseri	18.5	17.34	-102.022222	42.750833	10433	Ailuridae
Amphicyon_galushai	18.5	17.34	-102.022222	42.750833	10433	Amphicyonidae
Borocyon_niobrarensis	18.5	17.34	-102.022222	42.750833	10433	Amphicyonidae
Borocyon_robustum	18.5	17.34	-102.022222	42.750833	10433	Amphicyonidae
Cynarctoides_acridens	18.5	17.34	-102.022222	42.750833	10433	Canidae
Cynarctoides_emryi	18.5	17.34	-102.022222	42.750833	10433	Canidae
Desmocyon_matthewi	18.5	17.34	-102.022222	42.750833	10433	Canidae
Desmocyon_thomsoni	18.5	17.34	-102.022222	42.750833	10433	Canidae
Ectopocynus_simplicidens	18.5	17.34	-102.022222	42.750833	10433	Canidae
Leptocyon_vulpinus	18.5	17.34	-102.022222	42.750833	10433	Canidae
Metatomarctus_canavus	18.5	17.34	-102.022222	42.750833	10433	Canidae
Paracynarctus_kelloggi	18.5	17.34	-102.022222	42.750833	10433	Canidae
Phlaocyon_leucosteus	18.5	17.34	-102.022222	42.750833	10433	Canidae
Phlaocyon_mariae	18.5	17.34	-102.022222	42.750833	10433	Canidae
Phlaocyon_marslandensis	18.5	17.34	-102.022222	42.750833	10433	Canidae
Phlaocyon_yatkolai	18.5	17.34	-102.022222	42.750833	10433	Canidae
Amphictis_schlosseri	23	21.7	8.1369	49.9688888888889	21290	Ailuridae
Amphictis_wintershofensis	19.5	17.2	11.1639	48.909444444444404	21220	Ailuridae
Amphicyon_giganteus	19.5	17.2	11.1639	48.909444444444404	21220	Amphicyonidae
Cynelos_helbingi	19.5	17.2	11.1639	48.909444444444404	21220	Amphicyonidae
Cynelos_schlosseri	19.5	17.2	11.1639	48.909444444444404	21220	Amphicyonidae
Ictiocyon_socialis	19.5	17.2	11.1639	48.909444444444404	21220	Amphicyonidae
Pseudocyon_sansaniensis	19.5	17.2	11.1639	48.909444444444404	21220	Amphicyonidae
Styriofelis_turnauensis	19.5	17.2	11.1639	48.909444444444404	21220	Felidae
Magerictis_imperialensis	16.4	14.2	-3.68333333333333	40.4	26696	Ailuridae
Amphicyon_major	16.4	14.2	-3.68333333333333	40.4	26696	Amphicyonidae
Parailurus_anglicus	5	3.55	8.856944444444439	50.4083333333333	20264	Ailuridae
Parailurus_anglicus	5	3.55	17.9	48.2	20350	Ailuridae
Parailurus_anglicus	3.55	2.5	19.967	48.2166666666667	20351	Ailuridae
Parailurus_hungaricus	3.55	2.5	19.967	48.2166666666667	20351	Ailuridae
Parailurus_anglicus	5	3.55	25.55	46.0167	24306	Ailuridae
Parailurus_baikalicus	3.55	3.025	105.9	51.4	20757	Ailuridae
Eucyon_minor	3.55	3.025	105.9	51.4	20757	Canidae
Homotherium_latidens	3.55	3.025	105.9	51.4	20757	Felidae
Lynx_issiodorensis	3.55	3.025	105.9	51.4	20757	Felidae
Parailurus_hungaricus	3.55	2.5	8.02	44.54	20386	Ailuridae
Borophagus_diversidens	4.91	2.63	-122.893056	47.0425	10900	Canidae
Canis_lepophagus	4.91	2.63	-122.893056	47.0425	10900	Canidae
Puma_lacustris	4.91	2.63	-122.893056	47.0425	10900	Felidae
Homotherium_latidens	3.55	2.5	20.7833333333333	48.6	27940	Felidae
Protursus_simpsoni	9.786	9.721	2.13691	41.532663	20020	Ailuridae
Agnotherium_antiquum	9.786	9.721	2.13691	41.532663	20020	Amphicyonidae
Amphicyon_major	9.786	9.721	2.13691	41.532663	20020	Amphicyonidae
Thaumastocyon_dirus	9.786	9.721	2.13691	41.532663	20020	Amphicyonidae
Albanosmilus_jourdani	9.786	9.721	2.13691	41.532663	20020	Barbourofelidae
Machairodus_aphanistus	9.786	9.721	2.13691	41.532663	20020	Felidae
Simocyon_batalleri	11.2	9.9	2.07	41.33	20491	Ailuridae
Simocyon_batalleri	9.9	8.9	-3.715188	40.174466	24833	Ailuridae
Magericyon_anceps	9.9	8.9	-3.715188	40.174466	24833	Amphicyonidae
Machairodus_aphanistus	9.9	8.9	-3.715188	40.174466	24833	Felidae
Pristifelis_attica	9.9	8.9	-3.715188	40.174466	24833	Felidae
Promegantereon_ogygia	9.9	8.9	-3.715188	40.174466	24833	Felidae
Styriofelis_vallesiensis	9.9	8.9	-3.715188	40.174466	24833	Felidae
Simocyon_diaphorus	16.4	9.9	8.979	49.723	20019	Ailuridae
Agnotherium_antiquum	16.4	9.9	8.979	49.723	20019	Amphicyonidae
Amphicyon_major	16.4	9.9	8.979	49.723	20019	Amphicyonidae
Machairodus_aphanistus	16.4	9.9	8.979	49.723	20019	Felidae
Promegantereon_ogygia	16.4	9.9	8.979	49.723	20019	Felidae
Simocyon_hungaricus	8.9	7.6	18.5	47.4	20450	Ailuridae
Machairodus_aphanistus	8.9	7.6	18.5	47.4	20450	Felidae
Machairodus_aphanistus	8.9	7.6	8.269	49.775	20265	Felidae
Paramachaerodus_orientalis	8.9	7.6	8.269	49.775	20265	Felidae
Promegantereon_ogygia	8.9	7.6	8.269	49.775	20265	Felidae
Amphimachairodus_giganteus	7.6	7.1	-0.8	38.233	21011	Felidae
Paramachaerodus_orientalis	7.6	7.1	-0.8	38.233	21011	Felidae
Machairodus_aphanistus	9.9	8.9	-3.716658	40.171138	28701	Felidae
Promegantereon_ogygia	9.9	8.9	-3.716658	40.171138	28701	Felidae
Simocyon_primigenius	7.454	7.212	23.9424	38.0076	20025	Ailuridae
Amphimachairodus_giganteus	7.454	7.212	23.9424	38.0076	20025	Felidae
Metailurus_parvulus	7.454	7.212	23.9424	38.0076	20025	Felidae
Paramachaerodus_orientalis	7.454	7.212	23.9424	38.0076	20025	Felidae
Simocyon_primigenius	7.6	7.1	24.2	38.5	20198	Ailuridae
Amphimachairodus_giganteus	7.6	7.1	24.2	38.5	20198	Felidae
Metailurus_parvulus	7.6	7.1	24.2	38.5	20198	Felidae
Simocyon_primigenius	7.6	7.1	23.474762	41.46548	20291	Ailuridae
Paramachaerodus_orientalis	7.6	7.1	23.474762	41.46548	20291	Felidae
Simocyon_primigenius	9.9	7.1	29.7	46.6	20304	Ailuridae
Paramachaerodus_orientalis	9.9	7.1	29.7	46.6	20304	Felidae
Simocyon_primigenius	7.6	7.1	-1.083	40.383	21412	Ailuridae
Eucyon_cipio	7.6	7.1	-1.083	40.383	21412	Canidae
Amphimachairodus_giganteus	7.6	7.1	-1.083	40.383	21412	Felidae
Paramachaerodus_orientalis	7.6	7.1	-1.083	40.383	21412	Felidae
Simocyon_primigenius	7.14	6.9365	111.184867	39.023083	24517	Ailuridae
Simocyon_primigenius	7.14	6.9365	111.09194755554199	39.016049431281296	24518	Ailuridae
Simocyon_primigenius	8.9	7.6	103.7667	35.8667	24922	Ailuridae
Metailurus_parvulus	8.9	7.6	103.7667	35.8667	24922	Felidae
Simocyon_primigenius	8.9	5.3	113	37	24925	Ailuridae
Machairodus_aphanistus	9.9	8.9	3.367	44.4	20074	Felidae
Metailurus_parvulus	9.9	8.9	3.367	44.4	20074	Felidae
Amphicynodon_leptorhynchus	30.83	29.97	1.25	44.25	22836	Amphicynodontinae
Amphicynodon_leptorhynchus	33.77	32.63	8.9378	47.9346	27904	Amphicynodontinae
Amphicynodon_leptorhynchus	33.77	32.63	8.9378	47.9346	27905	Amphicynodontinae
Amphicynodon_leptorhynchus	33.77	32.63	8.9378	47.9346	27906	Amphicynodontinae
Amphicynodon_leptorhynchus	32.63	30.83	1.298201	44.192617	29034	Amphicynodontinae
Amphicynodon_teilhardi	33.9	27.82	101.776944444444	45.266666666666694	26776	Amphicynodontinae
Amphicynodon_typicus	30.83	29.97	1.646828	44.334084	29011	Amphicynodontinae
Amphicynodon_typicus	32.63	30.83	1.690861	44.351866	29035	Amphicynodontinae
Amphicynodon_velaunus	33.77	32.63	3.8783578	45.043817	22841	Amphicynodontinae
Adilophontes_brachykolos	19.09	18.5	-104.743611	41.691389	10313	Amphicyonidae
Daphoenodon_falkenbachi	19.09	18.5	-104.743611	41.691389	10313	Amphicyonidae
Daphoenodon_superbus	19.09	18.5	-104.743611	41.691389	10313	Amphicyonidae
Cormocyon_haydeni	19.09	18.5	-104.743611	41.691389	10313	Canidae
Cynarctoides_acridens	19.09	18.5	-104.743611	41.691389	10313	Canidae
Cynarctoides_luskensis	19.09	18.5	-104.743611	41.691389	10313	Canidae
Desmocyon_thomsoni	19.09	18.5	-104.743611	41.691389	10313	Canidae
Osbornodon_brachypus	19.09	18.5	-104.743611	41.691389	10313	Canidae
Paraenhydrocyon_robustus	19.09	18.5	-104.743611	41.691389	10313	Canidae
Paraenhydrocyon_wallovianus	19.09	18.5	-104.743611	41.691389	10313	Canidae
Phlaocyon_minor	19.09	18.5	-104.743611	41.691389	10313	Canidae
Phlaocyon_multicuspus	19.09	18.5	-104.743611	41.691389	10313	Canidae
Agnotherium_antiquum	11.2	9.9	-1.3873	41.1404	20092	Amphicyonidae
Agnotherium_antiquum	14.2	12.85	-6.5	32.5	20143	Amphicyonidae
Agnotherium_antiquum	12.85	11.2	8	34	20144	Amphicyonidae
Agnotherium_antiquum	11.2	9.9	7.217	47.433	20434	Amphicyonidae
Machairodus_aphanistus	11.2	9.9	7.217	47.433	20434	Felidae
Agnotherium_antiquum	11.056	10.341333333333333	-1.3873	41.1404	21533	Amphicyonidae
Agnotherium_grivense	16.4	14.2	2.15	48.1	20005	Amphicyonidae
Amphicyon_giganteus	16.4	14.2	2.15	48.1	20005	Amphicyonidae
Cynelos_helbingi	16.4	14.2	2.15	48.1	20005	Amphicyonidae
Pseudocyon_sansaniensis	16.4	14.2	2.15	48.1	20005	Amphicyonidae
Ysengrinia_depereti	16.4	14.2	2.15	48.1	20005	Amphicyonidae
Prosansanosmilus_peregrinus	16.4	14.2	2.15	48.1	20005	Barbourofelidae
Styriofelis_lorteti	16.4	14.2	2.15	48.1	20005	Felidae
Styriofelis_turnauensis	16.4	14.2	2.15	48.1	20005	Felidae
Agnotherium_grivense	14.2	11.2	0.3	44	20106	Amphicyonidae
Amphicyon_major	14.2	11.2	0.3	44	20106	Amphicyonidae
Pseudarctos_bavaricus	14.2	11.2	0.3	44	20106	Amphicyonidae
Sansanosmilus_palmidens	14.2	11.2	0.3	44	20106	Barbourofelidae
Styriofelis_turnauensis	14.2	11.2	0.3	44	20106	Felidae
Agnotherium_grivense	14.2	12.85	21.15	43.19	20407	Amphicyonidae
Haplocyonoides_serbiae	14.2	12.85	21.15	43.19	20407	Amphicyonidae
Agnotherium_grivense	12.85	11.2	5.2206	45.6078	21407	Amphicyonidae
Styriofelis_lorteti	12.85	11.2	5.2206	45.6078	21407	Felidae
Styriofelis_turnauensis	12.85	11.2	5.2206	45.6078	21407	Felidae
Agnotherium_grivense	16.4	14.2	0.317	47.45	21465	Amphicyonidae
Pseudarctos_bavaricus	16.4	14.2	0.317	47.45	21465	Amphicyonidae
Pseudocyon_sansaniensis	16.4	14.2	0.317	47.45	21465	Amphicyonidae
Thaumastocyon_bourgeoisi	16.4	14.2	0.317	47.45	21465	Amphicyonidae
Styriofelis_lorteti	16.4	14.2	0.317	47.45	21465	Felidae
Styriofelis_turnauensis	16.4	14.2	0.317	47.45	21465	Felidae
Agnotherium_grivense	16.4	14.2	0.389959	47.4256399	27283	Amphicyonidae
Amphicyon_giganteus	16.4	14.2	0.389959	47.4256399	27283	Amphicyonidae
Pseudocyon_sansaniensis	16.4	14.2	0.389959	47.4256399	27283	Amphicyonidae
Agnotherium_grivense	16.4	14.2	0.325279	47.3315751	27291	Amphicyonidae
Amphicyon_giganteus	16.4	14.2	0.325279	47.3315751	27291	Amphicyonidae
Pseudarctos_bavaricus	16.4	14.2	0.325279	47.3315751	27291	Amphicyonidae
Pseudocyon_sansaniensis	16.4	14.2	0.325279	47.3315751	27291	Amphicyonidae
Styriofelis_lorteti	16.4	14.2	0.325279	47.3315751	27291	Felidae
Styriofelis_turnauensis	16.4	14.2	0.325279	47.3315751	27291	Felidae
Agnotherium_grivense	12.85	11.2	5.2206	45.6078	27303	Amphicyonidae
Amphicyon_major	12.85	11.2	5.2206	45.6078	27303	Amphicyonidae
Pseudaelurus_quadridentatus	12.85	11.2	5.2206	45.6078	27303	Felidae
Styriofelis_turnauensis	12.85	11.2	5.2206	45.6078	27303	Felidae
Aktaucyon_brachifacialis	17.2	14.2	79	44.4	21652	Amphicyonidae
Pseudocyon_sansaniensis	23	21.7	2.867	45	20869	Amphicyonidae
Cynelos_crassidens	23	21.7	2.867	45	20869	Amphicyonidae
Haplocyon_crucians	23	21.7	2.867	45	20869	Amphicyonidae
Haplocyon_elegans	23	21.7	2.867	45	20869	Amphicyonidae
Ysengrinia_tolosana	23	21.7	2.867	45	20869	Amphicyonidae
Pseudocyon_sansaniensis	23	21.7	1.6844444444444444	43.39194444444444	21302	Amphicyonidae
Amphicyon_giganteus	19.5	17.2	13.667	50.267	21304	Amphicyonidae
Amphicyon_major	19.5	17.2	13.667	50.267	21304	Amphicyonidae
Cynelos_helbingi	19.5	17.2	13.667	50.267	21304	Amphicyonidae
Cynelos_schlosseri	19.5	17.2	13.667	50.267	21304	Amphicyonidae
Amphicyon_lathanicus	19.5	17.2	0.317	47.45	27426	Amphicyonidae
Cynelos_helbingi	19.5	17.2	0.317	47.45	27426	Amphicyonidae
Cynelos_schlosseri	19.5	17.2	0.317	47.45	27426	Amphicyonidae
Haplocyonoides_mordax	19.5	17.2	0.317	47.45	27426	Amphicyonidae
Amphicyon_confucianus	17	15.2	116.4917	32.0167	20623	Amphicyonidae
Amphicyon_giganteus	17.2	16.4	69.15	29.033	21669	Amphicyonidae
Amphicyon_frendens	17.34	15.97	-103.7375	42.175	10437	Amphicyonidae
Cynelos_idoneus	17.34	15.97	-103.7375	42.175	10437	Amphicyonidae
Cynarctoides_acridens	17.34	15.97	-103.7375	42.175	10437	Canidae
Osbornodon_fricki	17.34	15.97	-103.7375	42.175	10437	Canidae
Protomarctus_optatus	17.34	15.97	-103.7375	42.175	10437	Canidae
Hyperailurictis_skinneri	17.34	15.97	-103.7375	42.175	10437	Felidae
Hyperailurictis_validus	17.34	15.97	-103.7375	42.175	10437	Felidae
Amphicyon_frendens	17.34	15.97	-103.755278	42.178333	10438	Amphicyonidae
Cynelos_idoneus	17.34	15.97	-103.755278	42.178333	10438	Amphicyonidae
Cynarctoides_acridens	17.34	15.97	-103.755278	42.178333	10438	Canidae
Microtomarctus_conferta	17.34	15.97	-103.755278	42.178333	10438	Canidae
Osbornodon_fricki	17.34	15.97	-103.755278	42.178333	10438	Canidae
Protomarctus_optatus	17.34	15.97	-103.755278	42.178333	10438	Canidae
Hyperailurictis_skinneri	17.34	15.97	-103.755278	42.178333	10438	Felidae
Hyperailurictis_validus	17.34	15.97	-103.755278	42.178333	10438	Felidae
Amphicyon_galushai	18.5	17.34	-105.945278	40.074722	10365	Amphicyonidae
Amphicyon_galushai	18.5	17.34	-123.028889	44.930833	10914	Amphicyonidae
Borocyon_robustum	18.5	17.34	-123.028889	44.930833	10914	Amphicyonidae
Desmocyon_thomsoni	18.5	17.34	-123.028889	44.930833	10914	Canidae
Amphicyon_giganteus	17.2	16.4	1.8583	48.0773	20006	Amphicyonidae
Cynelos_schlosseri	17.2	16.4	1.8583	48.0773	20006	Amphicyonidae
Ictiocyon_socialis	17.2	16.4	1.8583	48.0773	20006	Amphicyonidae
Pseudocyon_sansaniensis	17.2	16.4	1.8583	48.0773	20006	Amphicyonidae
Prosansanosmilus_peregrinus	17.2	16.4	1.8583	48.0773	20006	Barbourofelidae
Styriofelis_lorteti	17.2	16.4	1.8583	48.0773	20006	Felidae
Styriofelis_turnauensis	17.2	16.4	1.8583	48.0773	20006	Felidae
Amphicyon_giganteus	17.2	16.4	0.4780953	43.9913431	20007	Amphicyonidae
Cynelos_schlosseri	17.2	16.4	0.4780953	43.9913431	20007	Amphicyonidae
Pseudocyon_sansaniensis	17.2	16.4	0.4780953	43.9913431	20007	Amphicyonidae
Prosansanosmilus_peregrinus	17.2	16.4	0.4780953	43.9913431	20007	Barbourofelidae
Styriofelis_lorteti	17.2	16.4	0.4780953	43.9913431	20007	Felidae
Styriofelis_turnauensis	17.2	16.4	0.4780953	43.9913431	20007	Felidae
Amphicyon_giganteus	17.2	16.4	0.9	44.2	20008	Amphicyonidae
Amphicyon_major	17.2	16.4	0.9	44.2	20008	Amphicyonidae
Pseudocyon_sansaniensis	17.2	16.4	0.9	44.2	20008	Amphicyonidae
Styriofelis_turnauensis	17.2	16.4	0.9	44.2	20008	Felidae
Amphicyon_giganteus	16.4	14.2	1.2	47.4	20010	Amphicyonidae
Pseudocyon_steinheimensis	16.4	14.2	1.2	47.4	20010	Amphicyonidae
Thaumastocyon_bourgeoisi	16.4	14.2	1.2	47.4	20010	Amphicyonidae
Styriofelis_turnauensis	16.4	14.2	1.2	47.4	20010	Felidae
Amphicyon_giganteus	17.2	16.4	10.0997	48.4855555555556	20016	Amphicyonidae
Prosansanosmilus_peregrinus	17.2	16.4	10.0997	48.4855555555556	20016	Barbourofelidae
Amphicyon_giganteus	14.2	12.85	-1.4466	41.1756	20041	Amphicyonidae
Albanosmilus_jourdani	14.2	12.85	-1.4466	41.1756	20041	Barbourofelidae
Pseudaelurus_quadridentatus	14.2	12.85	-1.4466	41.1756	20041	Felidae
Styriofelis_lorteti	14.2	12.85	-1.4466	41.1756	20041	Felidae
Amphicyon_giganteus	17.2	16.4	-9.08	38.44	20069	Amphicyonidae
Amphicyon_giganteus	17.2	16.4	1.45	47.7	20075	Amphicyonidae
Amphicyon_giganteus	17.2	16.4	-1.5	41.183	20077	Amphicyonidae
Afrosmilus_hispanicus	17.2	16.4	-1.5	41.183	20077	Barbourofelidae
Prosansanosmilus_peregrinus	17.2	16.4	-1.5	41.183	20077	Barbourofelidae
Styriofelis_turnauensis	17.2	16.4	-1.5	41.183	20077	Felidae
Amphicyon_giganteus	16.4	14.2	15.247	46.687	20235	Amphicyonidae
Amphicyon_giganteus	21.7	19.5	-2.717	40.083	21235	Amphicyonidae
Haplocyonoides_mordax	21.7	19.5	-2.717	40.083	21235	Amphicyonidae
Styriofelis_turnauensis	21.7	19.5	-2.717	40.083	21235	Felidae
Leptoplesictis_aurelianensis	21.7	19.5	-2.717	40.083	21235	Herpestidae
Amphicyon_giganteus	14.2	12.85	-4.017	40.75	21243	Amphicyonidae
Pseudaelurus_quadridentatus	14.2	12.85	-4.017	40.75	21243	Felidae
Styriofelis_lorteti	14.2	12.85	-4.017	40.75	21243	Felidae
Amphicyon_giganteus	16.4	14.2	1.567	47.717	21303	Amphicyonidae
Amphicyon_giganteus	17.2	16.4	1.883	48.033	21473	Amphicyonidae
